epoch,error
1,0.0820151341984674
2,0.044473148110063
3,0.028930091127584063
4,0.021035058021289264
5,0.016377514579048156
6,0.01328167105509256
7,0.011073142805842729
8,0.009444609286321284
9,0.008188823223592323
10,0.007209923178916071
11,0.0064399528543104085
12,0.005816033925670901
13,0.005305319912255132
14,0.004884240959297609
15,0.004537135620089302
16,0.004241586456141472
17,0.0039877430431245805
18,0.003774626704737151
19,0.003589142435511479
20,0.003428372299724522
21,0.0032930783536076506
22,0.003171625313006509
23,0.003063561734939291
24,0.002970875890750381
25,0.002889011627683244
26,0.0028170951391256254
27,0.002752725590190311
28,0.002696610733783131
29,0.0026457155846256897
30,0.002602017077930514
31,0.0025625498464123433
32,0.0025265716982801256
33,0.0024965685474667774
34,0.002463960154013689
35,0.0024430484335476285
36,0.002419866520041273
37,0.0023989982002144035
38,0.002381235341783518
39,0.0023629687734319687
40,0.002344258603169695
41,0.002336689330624548
42,0.002320915715092719
43,0.002312204756984774
44,0.0023021022611620524
45,0.002287124637487103
46,0.0022830679172757854
47,0.002272670905682809
48,0.0022673611482914844
49,0.0022614237984283055
50,0.0022535733877515514
51,0.0022503179901913768
52,0.0022446461374570317
53,0.0022407478636411048
54,0.0022365274312586584
55,0.00223142790445264
56,0.002226428187537025
57,0.002223722966221366
58,0.0022155629028103737
59,0.002217247610859767
60,0.0022150125594856715
61,0.002210916646568348
62,0.00220707858692478
63,0.002205787370122292
64,0.002203209255170831
65,0.002200317111935607
66,0.0021968708932801795
67,0.0021960991681013887
68,0.002192673489218558
69,0.002192360224106308
70,0.002190031901201774
71,0.002187373633760319
72,0.002185967275717913
73,0.0021830888637867645
74,0.0021829618608159886
75,0.0021810662409857823
76,0.0021791529947752628
77,0.0021759692716487055
78,0.0021747560317558587
79,0.002172947235347278
80,0.002171986318309441
81,0.002170119200471841
82,0.002169119469080788
83,0.002165312337328543
84,0.0021660627929945006
85,0.002163783043434082
86,0.0021626340987214937
87,0.0021619115612952914
88,0.0021573921963966456
89,0.0021564627313766646
90,0.0021570966223902798
91,0.0021555337798785986
92,0.0021533167598620805
93,0.0021519594962883535
94,0.0021518790335743254
95,0.002149998817053674
96,0.002149139190948722
97,0.002147140934646843
98,0.0021450317330593003
99,0.0021448155710801823
100,0.002140904064207546
